id,name,username,mark
614740381,Amara (Beautifully Engraced),amara0f4,
1153329011780665357,Kelvin.,realkelvin07,
169064623,BR ☆,breerunway,
1164968668473843717,Cat Burns,catburns,
919939970927943687,Nia Archives,archives_nia,
1298662914698678279,FLO,flolikethis,
39878074,Ari Lennox,AriLennox,
26392098,smi,smino,
107436986,Shania Twain 💎💎💎,ShaniaTwain,
930510644763287552,knxwledge,knxwledge,
43901113,YouTube Advertisers,YTAdvertisers,
709404702,Divino Niño,DivinoNinoband,
21578927,Takeshi Hagikura,thagikura,
76538135,Dinorah Tovar,DDinorahtovar,
14678973,Matthew J. McCullough,matthewmccull,
165713975,Márton Braun @zsmb13@androiddev.social,zsmb13,
167463460,Ale~ astamato@androiddev.social,astamatok,
1095416403870580738,Ahmed Tikiwa,ahmed_tikiwa,
222522906,chrisarriola@androiddev.social,arriolachris,
1563038755455307777,Google Pixel,GooglePixel_US,
347645640,@matt@androiddev.social 🐘,himattm,
248024631,Check @jlengrand@mastodon.online,jlengrand,
2860116159,Suzanne Jones,boudicca_fight,
1251551657227411456,Mukesh Kumar,MukeshSakarwal,
20088765,Javier Soltero 🇵🇷,jsoltero,
23536666,Kelly Waldher,kwaldher,
1283458616285106183,Laura Mae Martin,LauraMaeMartin,
950864012,🐍🐘ChristinaⓋ🐭🦅,cvondrashek,
149917241,🌏🚶🏻Mr. Tweet 📷 😷,CoolSky_,
17003765,Google Workspace,GoogleWorkspace,
12460982,Larry Dignan,ldignan,
227037531,Stephanie Condon,StephCondonPDX,
1264252764345044993,The Africa I Know®,theafricaiknow_,
322711407,ACM Digital Library,ACMDL,
82364810,MIT CSAIL,MIT_CSAIL,
54290504,IEEE,IEEEorg,
52220019,IEEE ComputerSociety,ComputerSociety,
115763683,Association for Computing Machinery,TheOfficialACM,
1194202635114557440,Google Health,GoogleHealth,
1963617619,The Team at X,Theteamatx,
19367815,Google Cloud,googlecloud,
796092645193846784,Waymo,Waymo,
1251551657227411456,Mukesh Kumar,MukeshSakarwal,
1563038755455307777,Google Pixel,GooglePixel_US,
1376638214920753154,Thomas Kurian,ThomasOrTK,
17424053,fitbit,fitbit,
1403022445511024643,"yoo-lan, CLOSED",raspbevrry,
1362899548541124609,AdsLiaison,adsliaison,
1383967390556246018,Quantum AI,GoogleQuantumAI,
398500188,Prabhakar Raghavan,WittedNote,
96268540,Stephan Somogyi,thinkpanzer,
1270530610293911552,Google for Creators,googlecreators,
2742904843,Eitan Bernath,EitanBernath,
43533997,Michael Fullilove,mfullilove,
83521919,The Lowy Institute,LowyInstitute,
254515782,Anthony Albanese,AlboMP,
126124275,Jonathan Morrison 🙋🏻‍♂️,tldtoday,
353428377,Little Free Library®,LtlFreeLibrary,
526391144,Catherine Muraga,CMuraga,
3240247527,Teresa H. Clarke ,tclarke_africa,
186017092,Uduak Amimo,UduakAmimo,
84610416,Aisha R Pandor,aishapandor,
18558612,ESPN PR,ESPNPR,
1394433104316674048,Yulia Petrossian Boyle,YuliaBoyle,
1339966433351098370,Whitney Catherine Latorre,WhitneyLatorre,
50463892,Anne Kim-Dannibale,mrsdaneebs,
36771809,National Park Service,NatlParkService,
204536240,Chris Burkard,chrisburkard,
784817564845215744,Gibbs Kuguru,GibbsKuguru,
37023694,Conrad  Anker,conrad_anker,
375596625,Bertie Gregory,bertiegregory,
1460108109238571009,Kiliii Yuyan,KiliiiYuyan,
